"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","120,429,408"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","0"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","40"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","0"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","0"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","69.52"
"0","5057","gemm_ladder","127.0.0.1","gemm_v0(const float *, const float *, float *)","1","7","(16, 16, 1)","(256, 256, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","99.84"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","83,651,136"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","0"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","38"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","8,192"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","0"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","68.96"
"0","5104","gemm_ladder","127.0.0.1","void gemm_v1<32>(const float *, const float *, float *)","1","7","(32, 32, 1)","(128, 128, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","66.66"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","12,265,536"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","268,435,469"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","122"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","8,192"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","0"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","52.33"
"0","5151","gemm_ladder","127.0.0.1","void gemm_v2<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","32.61"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","10,752,064"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","269,766,172"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","109"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","8,192"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","0"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","57.19"
"0","5198","gemm_ladder","127.0.0.1","void gemm_v3<128, 128, 8, 8, 8>(const float *, const float *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","32.81"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","8,048,192"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","218,263,980"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","128"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","16,384"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","33,554,432"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","33.07"
"0","5245","gemm_ladder","127.0.0.1","void gemm_v5<128, 128, 32, 64, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","32.38"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","gpu__time_duration.sum","ns","4,884,832"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","10,515"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__registers_per_thread","register/thread","128"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","18,944"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__inst_executed_pipe_tensor_subpipe_hmma.sum","inst","33,554,432"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","32.46"
"0","5292","gemm_ladder","127.0.0.1","void gemm_v6<128, 128, 32, 64, 32, 8>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *)","1","7","(256, 1, 1)","(32, 32, 1)","0","12.1","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","32.50"
